application,year,value,country,program_type,program_name,unit,currency
Human Spaceflight,2012,73.23710577236879,Italy,Civil,ESA,million,USD
Launch vehicles,2012,85.95723466967496,Italy,Civil,ESA,million,USD
Space security,2012,1.2848615047784,Italy,Civil,ESA,million,USD
Internal operations,2013,49.39196106001522,Italy,Civil,ESA,million,USD
Telecommunications,2013,51.64912057082236,Italy,Civil,ESA,million,USD
Navigation,2013,4.620538292711101,Italy,Civil,ESA,million,USD
Earth Observation,2013,136.4917633593969,Italy,Civil,ESA,million,USD
Meteorology,2013,7.169800799034467,Italy,Civil,ESA,million,USD
Space Science and exploration,2013,132.5085406932666,Italy,Civil,ESA,million,USD
Technology,2013,2.655481777420173,Italy,Civil,ESA,million,USD
Human Spaceflight,2013,85.77206141067157,Italy,Civil,ESA,million,USD
Launch vehicles,2013,220.4049875258743,Italy,Civil,ESA,million,USD
Space security,2013,1.726063155323112,Italy,Civil,ESA,million,USD
Internal operations,2014,49.61982457932604,Italy,Civil,ESA,million,USD
Telecommunications,2014,32.1069453160345,Italy,Civil,ESA,million,USD
Navigation,2014,3.714853177061843,Italy,Civil,ESA,million,USD
Earth Observation,2014,69.25547708665293,Italy,Civil,ESA,million,USD
Meteorology,2014,13.26733277522087,Italy,Civil,ESA,million,USD
Space Science and exploration,2014,116.7525284219436,Italy,Civil,ESA,million,USD
Technology,2014,9.287132942654607,Italy,Civil,ESA,million,USD
Human Spaceflight,2014,70.98023034743164,Italy,Civil,ESA,million,USD
Launch vehicles,2014,98.50994585601494,Italy,Civil,ESA,million,USD
Space security,2014,0.796039966513252,Italy,Civil,ESA,million,USD
Internal operations,2015,39.88536686263876,Italy,Civil,ESA,million,USD
Telecommunications,2015,21.61127432876509,Italy,Civil,ESA,million,USD
Navigation,2015,4.573791200442739,Italy,Civil,ESA,million,USD
Earth Observation,2015,61.40680678615752,Italy,Civil,ESA,million,USD
Meteorology,2015,21.81534260734934,Italy,Civil,ESA,million,USD
Space Science and exploration,2015,100.2119426523774,Italy,Civil,ESA,million,USD
Technology,2015,3.187457786147535,Italy,Civil,ESA,million,USD
Human Spaceflight,2015,38.68646572595626,Italy,Civil,ESA,million,USD
Launch vehicles,2015,72.33555035772947,Italy,Civil,ESA,million,USD
Space security,2015,2.217024396140892,Italy,Civil,ESA,million,USD
Internal operations,2016,39.71195805472134,Italy,Civil,ESA,million,USD
Telecommunications,2016,37.46425746790776,Italy,Civil,ESA,million,USD
Navigation,2016,4.287444623272329,Italy,Civil,ESA,million,USD
Earth Observation,2016,68.01395963651849,Italy,Civil,ESA,million,USD
Meteorology,2016,33.51529531489378,Italy,Civil,ESA,million,USD
Space Science and exploration,2016,142.3816555774942,Italy,Civil,ESA,million,USD
Technology,2016,5.43120565022372,Italy,Civil,ESA,million,USD
Human Spaceflight,2016,38.72748289612681,Italy,Civil,ESA,million,USD
Launch vehicles,2016,194.9128075793526,Italy,Civil,ESA,million,USD
Space security,2016,1.901475053510096,Italy,Civil,ESA,million,USD
Internal operations,2017,45.74842480352439,Italy,Civil,ESA,million,USD
Telecommunications,2017,26.24472826527171,Italy,Civil,ESA,million,USD
Navigation,2017,0.6661098544485206,Italy,Civil,ESA,million,USD
Earth Observation,2017,103.6067267609229,Italy,Civil,ESA,million,USD
Space Science and exploration,2017,181.3408666934868,Italy,Civil,ESA,million,USD
Technology,2017,10.76433524788809,Italy,Civil,ESA,million,USD
Human Spaceflight,2017,74.27391321042782,Italy,Civil,ESA,million,USD
Launch vehicles,2017,180.3026154021256,Italy,Civil,ESA,million,USD
Space security,2017,8.111433669343596,Italy,Civil,ESA,million,USD
Internal operations,2018,47.21890988649482,Italy,Civil,ESA,million,USD
Telecommunications,2018,27.08830881665544,Italy,Civil,ESA,million,USD
Navigation,2018,0.6875205283415088,Italy,Civil,ESA,million,USD
Earth Observation,2018,106.9369429782383,Italy,Civil,ESA,million,USD
Space Science and exploration,2018,187.1696802657775,Italy,Civil,ESA,million,USD
Technology,2018,11.11033173799878,Italy,Civil,ESA,million,USD
Human Spaceflight,2018,76.66128899219159,Italy,Civil,ESA,million,USD
Launch vehicles,2018,186.0980566114796,Italy,Civil,ESA,million,USD
Space security,2018,8.372158323001068,Italy,Civil,ESA,million,USD
Internal operations,2008,1.660273231165653,Poland,Civil,ESA,million,USD
Internal operations,2009,1.602491168671169,Poland,Civil,ESA,million,USD
Internal operations,2010,1.658209796703479,Poland,Civil,ESA,million,USD
Internal operations,2011,1.687565477540528,Poland,Civil,ESA,million,USD
Internal operations,2012,1.535370954834914,Poland,Civil,ESA,million,USD
Internal operations,2013,5.875435081188262,Poland,Civil,ESA,million,USD
Telecommunications,2013,1.360493852940739,Poland,Civil,ESA,million,USD
Navigation,2013,1.740166556086992,Poland,Civil,ESA,million,USD
Earth Observation,2013,3.005742233241168,Poland,Civil,ESA,million,USD
Meteorology,2013,1.07573932558105,Poland,Civil,ESA,million,USD
Space Science and exploration,2013,9.808211497944864,Poland,Civil,ESA,million,USD
Technology,2013,14.23772636798448,Poland,Civil,ESA,million,USD
Space security,2013,0.79098479822136,Poland,Civil,ESA,million,USD
Internal operations,2014,17.2107393085906,Poland,Civil,ESA,million,USD
Telecommunications,2014,0.6492226129815358,Poland,Civil,ESA,million,USD
Navigation,2014,1.884584196374624,Poland,Civil,ESA,million,USD
Earth Observation,2014,4.845711358415897,Poland,Civil,ESA,million,USD
Space Science and exploration,2014,10.46364258266335,Poland,Civil,ESA,million,USD
Technology,2014,2.465017108664269,Poland,Civil,ESA,million,USD
Space security,2014,0.500865101811927,Poland,Civil,ESA,million,USD
Internal operations,2015,15.4105319007826,Poland,Civil,ESA,million,USD
Telecommunications,2015,1.230932484414379,Poland,Civil,ESA,million,USD
Navigation,2015,0.6313834726090993,Poland,Civil,ESA,million,USD
Earth Observation,2015,2.361055842949994,Poland,Civil,ESA,million,USD
Meteorology,2015,0.3687491709775832,Poland,Civil,ESA,million,USD
Space Science and exploration,2015,8.887120307733122,Poland,Civil,ESA,million,USD
Technology,2015,3.719326170579652,Poland,Civil,ESA,million,USD
Space security,2015,0.6101604987398859,Poland,Civil,ESA,million,USD
Internal operations,2016,15.29376585016218,Poland,Civil,ESA,million,USD
Telecommunications,2016,0.6442150125938962,Poland,Civil,ESA,million,USD
Navigation,2016,0.3297163450283721,Poland,Civil,ESA,million,USD
Earth Observation,2016,2.594614007415574,Poland,Civil,ESA,million,USD
Meteorology,2016,0.8521899379194848,Poland,Civil,ESA,million,USD
Space Science and exploration,2016,8.67661243340047,Poland,Civil,ESA,million,USD
Technology,2016,4.101164076237521,Poland,Civil,ESA,million,USD
Space security,2016,0.525009872468254,Poland,Civil,ESA,million,USD
Internal operations,2017,15.73253008518172,Poland,Civil,ESA,million,USD
Telecommunications,2017,2.01713550981128,Poland,Civil,ESA,million,USD
Navigation,2017,1.567505862652229,Poland,Civil,ESA,million,USD
Earth Observation,2017,3.011053677215497,Poland,Civil,ESA,million,USD
Meteorology,2017,0.6310591539074395,Poland,Civil,ESA,million,USD
Space Science and exploration,2017,10.59277865487488,Poland,Civil,ESA,million,USD
Technology,2017,3.212767228196625,Poland,Civil,ESA,million,USD
Space security,2017,2.188422994443299,Poland,Civil,ESA,million,USD
Internal operations,2018,16.60812466122829,Poland,Civil,ESA,million,USD
Telecommunications,2018,1.057024082794961,Poland,Civil,ESA,million,USD
Navigation,2018,0.1352269615515942,Poland,Civil,ESA,million,USD
Earth Observation,2018,3.40659253975391,Poland,Civil,ESA,million,USD
Meteorology,2018,0.7843163769992461,Poland,Civil,ESA,million,USD
Space Science and exploration,2018,10.72800561642647,Poland,Civil,ESA,million,USD
Technology,2018,3.991449148464554,Poland,Civil,ESA,million,USD
Launch vehicles,2018,0.9601114270163185,Poland,Civil,ESA,million,USD
Space security,2018,1.31395530974299,Poland,Civil,ESA,million,USD
Internal operations,2005,1.865393224891807,Portugal,Civil,ESA,million,USD
Telecommunications,2005,0.8705168382828433,Portugal,Civil,ESA,million,USD
Navigation,2005,3.482067353131373,Portugal,Civil,ESA,million,USD
Space Science and exploration,2005,2.735910063174651,Portugal,Civil,ESA,million,USD
Technology,2005,0.1243595483261205,Portugal,Civil,ESA,million,USD
Launch vehicles,2005,0.3730786449783615,Portugal,Civil,ESA,million,USD
Other,2005,4.352584191414217,Portugal,Civil,ESA,million,USD
Internal operations,2006,2.007173134991175,Portugal,Civil,ESA,million,USD
Telecommunications,2006,2.885311381549813,Portugal,Civil,ESA,million,USD
Navigation,2006,0.7526899256216905,Portugal,Civil,ESA,million,USD
Earth Observation,2006,0.5017932837477938,Portugal,Civil,ESA,million,USD
Space Science and exploration,2006,2.885311381549813,Portugal,Civil,ESA,million,USD
Technology,2006,1.003586567495588,Portugal,Civil,ESA,million,USD
Human Spaceflight,2006,0.6272416046847421,Portugal,Civil,ESA,million,USD
Other,2006,4.516139553730143,Portugal,Civil,ESA,million,USD
Internal operations,2008,3.955029845827077,Portugal,Civil,ESA,million,USD
Telecommunications,2008,2.197238803237265,Portugal,Civil,ESA,million,USD
Navigation,2008,4.453070641227524,Portugal,Civil,ESA,million,USD
Earth Observation,2008,3.222616911414656,Portugal,Civil,ESA,million,USD
Space Science and exploration,2008,8.106346358076683,Portugal,Civil,ESA,million,USD
Technology,2008,1.611308455707328,Portugal,Civil,ESA,million,USD
Launch vehicles,2008,0.7763577104771671,Portugal,Civil,ESA,million,USD
Internal operations,2009,4.278710774432758,Portugal,Civil,ESA,million,USD
Telecommunications,2009,3.097897736034108,Portugal,Civil,ESA,million,USD
Navigation,2009,2.222706895809225,Portugal,Civil,ESA,million,USD
Earth Observation,2009,1.694814008054534,Portugal,Civil,ESA,million,USD
Meteorology,2009,0.0001389191809880766,Portugal,Civil,ESA,million,USD
Space Science and exploration,2009,8.668556893655978,Portugal,Civil,ESA,million,USD
Technology,2009,1.389191809880766,Portugal,Civil,ESA,million,USD
Human Spaceflight,2009,0.1389191809880766,Portugal,Civil,ESA,million,USD
Launch vehicles,2009,0.1389191809880766,Portugal,Civil,ESA,million,USD
Space security,2009,0.0001389191809880766,Portugal,Civil,ESA,million,USD
Other,2009,0.0001389191809880766,Portugal,Civil,ESA,million,USD
Internal operations,2010,4.105715553377614,Portugal,Civil,ESA,million,USD
Telecommunications,2010,5.562582362640637,Portugal,Civil,ESA,million,USD
Navigation,2010,3.046176055731777,Portugal,Civil,ESA,million,USD
Earth Observation,2010,2.197220033243052,Portugal,Civil,ESA,million,USD
Space Science and exploration,2010,7.770397790860148,Portugal,Civil,ESA,million,USD
Technology,2010,1.589309246468753,Portugal,Civil,ESA,million,USD
Launch vehicles,2010,0.5019568370097147,Portugal,Civil,ESA,million,USD
Space security,2010,0.06224794548669285,Portugal,Civil,ESA,million,USD
Internal operations,2011,4.434528153693239,Portugal,Civil,ESA,million,USD
Telecommunications,2011,4.127308491634867,Portugal,Civil,ESA,million,USD
Navigation,2011,0.2794169777091979,Portugal,Civil,ESA,million,USD
Earth Observation,2011,3.678295139395709,Portugal,Civil,ESA,million,USD
Space Science and exploration,2011,8.596590000764575,Portugal,Civil,ESA,million,USD
Technology,2011,0.1626457034426674,Portugal,Civil,ESA,million,USD
Human Spaceflight,2011,0.209910266836263,Portugal,Civil,ESA,million,USD
Launch vehicles,2011,0.3211210042329587,Portugal,Civil,ESA,million,USD
Space security,2011,0.09869952943956739,Portugal,Civil,ESA,million,USD
Internal operations,2012,4.240042965768719,Portugal,Civil,ESA,million,USD
Telecommunications,2012,3.72609836385736,Portugal,Civil,ESA,million,USD
Navigation,2012,0.25697230095568,Portugal,Civil,ESA,million,USD
Earth Observation,2012,3.34063991242384,Portugal,Civil,ESA,million,USD
Space Science and exploration,2012,7.96614132962608,Portugal,Civil,ESA,million,USD
Technology,2012,0.3854584514335199,Portugal,Civil,ESA,million,USD
Launch vehicles,2012,0.12848615047784,Portugal,Civil,ESA,million,USD
Internal operations,2013,4.547512543832045,Portugal,Civil,ESA,million,USD
Telecommunications,2013,3.785389273712456,Portugal,Civil,ESA,million,USD
Navigation,2013,0.2243882101920046,Portugal,Civil,ESA,million,USD
Earth Observation,2013,2.844020983617005,Portugal,Civil,ESA,million,USD
Space Science and exploration,2013,9.092369605886672,Portugal,Civil,ESA,million,USD
Technology,2013,0.6638704443550432,Portugal,Civil,ESA,million,USD
Human Spaceflight,2013,0.02655481777420173,Portugal,Civil,ESA,million,USD
Launch vehicles,2013,0.1672953519774709,Portugal,Civil,ESA,million,USD
Space security,2013,0.0004208938617210974,Portugal,Civil,ESA,million,USD
Internal operations,2014,4.544061475513147,Portugal,Civil,ESA,million,USD
Telecommunications,2014,3.782516574215469,Portugal,Civil,ESA,million,USD
Navigation,2014,0.2242179239012327,Portugal,Civil,ESA,million,USD
Earth Observation,2014,2.719803218920278,Portugal,Civil,ESA,million,USD
Space Science and exploration,2014,9.08546948447125,Portugal,Civil,ESA,million,USD
Technology,2014,0.6633666387610434,Portugal,Civil,ESA,million,USD
Human Spaceflight,2014,0.02653466555044174,Portugal,Civil,ESA,million,USD
Launch vehicles,2014,0.1671683929677829,Portugal,Civil,ESA,million,USD
Space security,2014,0.0004205744489745015,Portugal,Civil,ESA,million,USD
Internal operations,2015,3.571194875224448,Portugal,Civil,ESA,million,USD
Telecommunications,2015,2.395584139902114,Portugal,Civil,ESA,million,USD
Navigation,2015,0.1663600097154246,Portugal,Civil,ESA,million,USD
Earth Observation,2015,3.342727128548598,Portugal,Civil,ESA,million,USD
Space Science and exploration,2015,6.896176936070066,Portugal,Civil,ESA,million,USD
Technology,2015,1.870995575932808,Portugal,Civil,ESA,million,USD
Launch vehicles,2015,0.2883573501734026,Portugal,Civil,ESA,million,USD
Space security,2015,0.0003515741538652639,Portugal,Civil,ESA,million,USD
Internal operations,2016,3.552959785848999,Portugal,Civil,ESA,million,USD
Telecommunications,2016,2.051911706958248,Portugal,Civil,ESA,million,USD
Navigation,2016,0.0807490860420227,Portugal,Civil,ESA,million,USD
Earth Observation,2016,2.393712632807358,Portugal,Civil,ESA,million,USD
Space Science and exploration,2016,6.909024539979094,Portugal,Civil,ESA,million,USD
Technology,2016,2.262080561040225,Portugal,Civil,ESA,million,USD
Launch vehicles,2016,0.4557345677988131,Portugal,Civil,ESA,million,USD
Space security,2016,0.001106151863589352,Portugal,Civil,ESA,million,USD
Internal operations,2017,3.606052308042511,Portugal,Civil,ESA,million,USD
Telecommunications,2017,2.479160961779226,Portugal,Civil,ESA,million,USD
Navigation,2017,0.3380674038789854,Portugal,Civil,ESA,million,USD
Earth Observation,2017,1.915715288647584,Portugal,Civil,ESA,million,USD
Space Science and exploration,2017,7.662861154590336,Portugal,Civil,ESA,million,USD
Technology,2017,2.591850096405555,Portugal,Civil,ESA,million,USD
Launch vehicles,2017,0.4507565385053139,Portugal,Civil,ESA,million,USD
Space security,2017,0.05634456731316424,Portugal,Civil,ESA,million,USD
Internal operations,2018,3.606052308042511,Portugal,Civil,ESA,million,USD
Telecommunications,2018,2.253782692526569,Portugal,Civil,ESA,million,USD
Navigation,2018,0.2253782692526569,Portugal,Civil,ESA,million,USD
Earth Observation,2018,1.803026154021256,Portugal,Civil,ESA,million,USD
Space Science and exploration,2018,7.212104616085022,Portugal,Civil,ESA,million,USD
Technology,2018,4.507565385053138,Portugal,Civil,ESA,million,USD
Human Spaceflight,2018,0.02253782692526569,Portugal,Civil,ESA,million,USD
Launch vehicles,2018,0.6761348077579707,Portugal,Civil,ESA,million,USD
Space security,2018,0.1126891346263285,Portugal,Civil,ESA,million,USD
Internal operations,2008,2.779037166843069,Romania,Civil,ESA,million,USD
Internal operations,2009,2.623531437285301,Romania,Civil,ESA,million,USD
Internal operations,2010,2.517385694955788,Romania,Civil,ESA,million,USD
Internal operations,2011,4.26424125371317,Romania,Civil,ESA,million,USD
Internal operations,2012,6.285681333256445,Romania,Civil,ESA,million,USD
Space Science and exploration,2012,3.488841473963439,Romania,Civil,ESA,million,USD
Internal operations,2013,6.580692968003709,Romania,Civil,ESA,million,USD
Telecommunications,2013,1.120821222404285,Romania,Civil,ESA,million,USD
Navigation,2013,0.8113183111237451,Romania,Civil,ESA,million,USD
Earth Observation,2013,1.772880753937073,Romania,Civil,ESA,million,USD
Meteorology,2013,0.01580568265374407,Romania,Civil,ESA,million,USD
Space Science and exploration,2013,4.296982166322057,Romania,Civil,ESA,million,USD
Technology,2013,3.936396250267059,Romania,Civil,ESA,million,USD
Human Spaceflight,2013,0.5709277004204132,Romania,Civil,ESA,million,USD
Launch vehicles,2013,0.8113183111237451,Romania,Civil,ESA,million,USD
Space security,2013,1.051708921827077,Romania,Civil,ESA,million,USD
Internal operations,2014,6.558531381608905,Romania,Civil,ESA,million,USD
Telecommunications,2014,3.228920555062068,Romania,Civil,ESA,million,USD
Navigation,2014,1.806050743839901,Romania,Civil,ESA,million,USD
Earth Observation,2014,4.250300447125039,Romania,Civil,ESA,million,USD
Space Science and exploration,2014,4.375618921077579,Romania,Civil,ESA,million,USD
Technology,2014,4.956504213724276,Romania,Civil,ESA,million,USD
Human Spaceflight,2014,0.9115259728142006,Romania,Civil,ESA,million,USD
Launch vehicles,2014,2.263775407376444,Romania,Civil,ESA,million,USD
Space security,2014,1.110309255264356,Romania,Civil,ESA,million,USD
Internal operations,2015,5.097777723410359,Romania,Civil,ESA,million,USD
Telecommunications,2015,4.051759669488253,Romania,Civil,ESA,million,USD
Navigation,2015,0.6116334682838089,Romania,Civil,ESA,million,USD
Earth Observation,2015,4.296413056801777,Romania,Civil,ESA,million,USD
Meteorology,2015,0.1807439310357052,Romania,Civil,ESA,million,USD
Space Science and exploration,2015,3.834567376669104,Romania,Civil,ESA,million,USD
Technology,2015,4.22401562586206,Romania,Civil,ESA,million,USD
Launch vehicles,2015,4.491137181398254,Romania,Civil,ESA,million,USD
Space security,2015,0.7564283301632412,Romania,Civil,ESA,million,USD
Internal operations,2016,5.037959609113459,Romania,Civil,ESA,million,USD
Telecommunications,2016,3.350427906305284,Romania,Civil,ESA,million,USD
Navigation,2016,0.3177979411127806,Romania,Civil,ESA,million,USD
Earth Observation,2016,4.325993679023586,Romania,Civil,ESA,million,USD
Meteorology,2016,0.25620919283511,Romania,Civil,ESA,million,USD
Space Science and exploration,2016,3.909653740666533,Romania,Civil,ESA,million,USD
Technology,2016,3.687934246866919,Romania,Civil,ESA,million,USD
Launch vehicles,2016,6.74519971137049,Romania,Civil,ESA,million,USD
Space security,2016,1.175113317137956,Romania,Civil,ESA,million,USD
Internal operations,2017,5.183700192811109,Romania,Civil,ESA,million,USD
Telecommunications,2017,3.887775144608332,Romania,Civil,ESA,million,USD
Navigation,2017,0.5566843250540626,Romania,Civil,ESA,million,USD
Earth Observation,2017,3.447160628219388,Romania,Civil,ESA,million,USD
Meteorology,2017,0.3414480779177753,Romania,Civil,ESA,million,USD
Space Science and exploration,2017,4.39487625042681,Romania,Civil,ESA,million,USD
Technology,2017,6.613725311219217,Romania,Civil,ESA,million,USD
Launch vehicles,2017,8.240956415223401,Romania,Civil,ESA,million,USD
Space security,2017,1.169713217421289,Romania,Civil,ESA,million,USD
Internal operations,2018,5.757265350232196,Romania,Civil,ESA,million,USD
Telecommunications,2018,3.102331876262823,Romania,Civil,ESA,million,USD
Navigation,2018,0.6164095664060167,Romania,Civil,ESA,million,USD
Earth Observation,2018,3.857349078259223,Romania,Civil,ESA,million,USD
Meteorology,2018,0.8327727048885674,Romania,Civil,ESA,million,USD
Space Science and exploration,2018,5.039458100489409,Romania,Civil,ESA,million,USD
Technology,2018,8.823559241241519,Romania,Civil,ESA,million,USD
Human Spaceflight,2018,2.740599754112308,Romania,Civil,ESA,million,USD
Launch vehicles,2018,14.39603694851346,Romania,Civil,ESA,million,USD
Space security,2018,1.797391697289939,Romania,Civil,ESA,million,USD
Internal operations,2016,1.482243497209732,Slovak Republic,Civil,ESA,million,USD
Internal operations,2017,1.516795752070381,Slovak Republic,Civil,ESA,million,USD
Internal operations,2018,1.54722181841949,Slovak Republic,Civil,ESA,million,USD
Technology,2010,1.721751683674483,Slovenia,Civil,ESA,million,USD
Technology,2011,1.807174482696305,Slovenia,Civil,ESA,million,USD
Technology,2012,1.67031995621192,Slovenia,Civil,ESA,million,USD
Technology,2013,1.726063155323112,Slovenia,Civil,ESA,million,USD
Technology,2014,1.724753260778713,Slovenia,Civil,ESA,million,USD
Technology,2015,1.441786750867013,Slovenia,Civil,ESA,million,USD
Technology,2016,1.437997422666158,Slovenia,Civil,ESA,million,USD
Internal operations,2017,0.4744212567768428,Slovenia,Civil,ESA,million,USD
Earth Observation,2017,1.126891346263285,Slovenia,Civil,ESA,million,USD
Technology,2017,2.253782692526569,Slovenia,Civil,ESA,million,USD
Internal operations,2018,0.4259649288875216,Slovenia,Civil,ESA,million,USD
Earth Observation,2018,0.4180766894636786,Slovenia,Civil,ESA,million,USD
Technology,2018,2.242513779063936,Slovenia,Civil,ESA,million,USD
Internal operations,1999,10.55420020985782,Spain,Civil,ESA,million,USD
Telecommunications,1999,27.96076132032071,Spain,Civil,ESA,million,USD
Navigation,1999,6.250152316436917,Spain,Civil,ESA,million,USD
Earth Observation,1999,13.31267364625873,Spain,Civil,ESA,million,USD
Space Science and exploration,1999,25.91664485856684,Spain,Civil,ESA,million,USD
Human Spaceflight,1999,10.86519994816062,Spain,Civil,ESA,million,USD
Launch vehicles,1999,13.82912169653127,Spain,Civil,ESA,million,USD
Other,1999,4.388866003867118,Spain,Civil,ESA,million,USD
Internal operations,2000,10.27305944460187,Spain,Civil,ESA,million,USD
Telecommunications,2000,27.21594791158968,Spain,Civil,ESA,million,USD
Navigation,2000,6.083661955228109,Spain,Civil,ESA,million,USD
Earth Observation,2000,12.95805319353924,Spain,Civil,ESA,million,USD
Space Science and exploration,2000,25.22628223292718,Spain,Civil,ESA,million,USD
Human Spaceflight,2000,10.575774831397,Spain,Civil,ESA,million,USD
Launch vehicles,2000,13.46074419948994,Spain,Civil,ESA,million,USD
Other,2000,4.271956231226976,Spain,Civil,ESA,million,USD
Internal operations,2001,9.554919579492607,Spain,Civil,ESA,million,USD
Telecommunications,2001,25.31341271577518,Spain,Civil,ESA,million,USD
Navigation,2001,5.658382592302434,Spain,Civil,ESA,million,USD
Earth Observation,2001,12.05221841056457,Spain,Civil,ESA,million,USD
Space Science and exploration,2001,23.46283493490907,Spain,Civil,ESA,million,USD
Human Spaceflight,2001,9.836473598711517,Spain,Civil,ESA,million,USD
Launch vehicles,2001,12.51976872126748,Spain,Civil,ESA,million,USD
Other,2001,3.973324446977147,Spain,Civil,ESA,million,USD
Internal operations,2002,10.29499376286979,Spain,Civil,ESA,million,USD
Telecommunications,2002,27.27405750072183,Spain,Civil,ESA,million,USD
Navigation,2002,6.096651364885474,Spain,Civil,ESA,million,USD
Earth Observation,2002,12.98572032273405,Spain,Civil,ESA,million,USD
Space Science and exploration,2002,25.28014362701305,Spain,Civil,ESA,million,USD
Human Spaceflight,2002,10.59835548639395,Spain,Civil,ESA,million,USD
Launch vehicles,2002,13.48948463937416,Spain,Civil,ESA,million,USD
Other,2002,4.281077413490901,Spain,Civil,ESA,million,USD
Internal operations,2003,12.63946981718535,Spain,Civil,ESA,million,USD
Telecommunications,2003,33.48517099795268,Spain,Civil,ESA,million,USD
Navigation,2003,7.485040077468811,Spain,Civil,ESA,million,USD
Earth Observation,2003,15.94295478503082,Spain,Civil,ESA,million,USD
Space Science and exploration,2003,31.03718367466711,Spain,Civil,ESA,million,USD
Human Spaceflight,2003,13.01191602128135,Spain,Civil,ESA,million,USD
Launch vehicles,2003,16.56144120880237,Spain,Civil,ESA,million,USD
Other,2003,5.256005977197264,Spain,Civil,ESA,million,USD
Internal operations,2004,18.25197270802679,Spain,Civil,ESA,million,USD
Telecommunications,2004,24.31754546075382,Spain,Civil,ESA,million,USD
Navigation,2004,6.104064616664494,Spain,Civil,ESA,million,USD
Earth Observation,2004,26.77714887038796,Spain,Civil,ESA,million,USD
Space Science and exploration,2004,35.20143040733084,Spain,Civil,ESA,million,USD
Technology,2004,10.492137105536,Spain,Civil,ESA,million,USD
Human Spaceflight,2004,17.27725937928765,Spain,Civil,ESA,million,USD
Launch vehicles,2004,21.21646706772706,Spain,Civil,ESA,million,USD
Other,2004,10.15502287782558,Spain,Civil,ESA,million,USD
Internal operations,2005,22.63343779535393,Spain,Civil,ESA,million,USD
Telecommunications,2005,11.81415709098145,Spain,Civil,ESA,million,USD
Navigation,2005,3.979505546435856,Spain,Civil,ESA,million,USD
Earth Observation,2005,36.07018479828881,Spain,Civil,ESA,million,USD
Space Science and exploration,2005,36.31298811122718,Spain,Civil,ESA,million,USD
Technology,2005,21.01676366711436,Spain,Civil,ESA,million,USD
Human Spaceflight,2005,20.27060637715764,Spain,Civil,ESA,million,USD
Launch vehicles,2005,24.25011192359349,Spain,Civil,ESA,million,USD
Other,2005,14.5500671541561,Spain,Civil,ESA,million,USD
Internal operations,2006,25.96780243394832,Spain,Civil,ESA,million,USD
Telecommunications,2006,13.17207369837958,Spain,Civil,ESA,million,USD
Navigation,2006,10.91400392151451,Spain,Civil,ESA,million,USD
Earth Observation,2006,68.99657651532164,Spain,Civil,ESA,million,USD
Space Science and exploration,2006,42.90332576043637,Spain,Civil,ESA,million,USD
Technology,2006,15.11608360377901,Spain,Civil,ESA,million,USD
Human Spaceflight,2006,8.279589181838595,Spain,Civil,ESA,million,USD
Launch vehicles,2006,23.8351809780202,Spain,Civil,ESA,million,USD
Internal operations,2007,28.1945368294559,Spain,Civil,ESA,million,USD
Telecommunications,2007,17.24520213840507,Spain,Civil,ESA,million,USD
Navigation,2007,32.98487075679064,Spain,Civil,ESA,million,USD
Earth Observation,2007,89.78454446661684,Spain,Civil,ESA,million,USD
Space Science and exploration,2007,48.72453937517621,Spain,Civil,ESA,million,USD
Technology,2007,7.253934232821178,Spain,Civil,ESA,million,USD
Human Spaceflight,2007,7.253934232821178,Spain,Civil,ESA,million,USD
Launch vehicles,2007,25.32033647305505,Spain,Civil,ESA,million,USD
Internal operations,2008,26.2203830519647,Spain,Civil,ESA,million,USD
Telecommunications,2008,18.74977112095799,Spain,Civil,ESA,million,USD
Navigation,2008,35.30230343867873,Spain,Civil,ESA,million,USD
Earth Observation,2008,103.4167063390339,Spain,Civil,ESA,million,USD
Space Science and exploration,2008,58.73951733987622,Spain,Civil,ESA,million,USD
Technology,2008,8.78895521294906,Spain,Civil,ESA,million,USD
Human Spaceflight,2008,7.763577104771669,Spain,Civil,ESA,million,USD
Launch vehicles,2008,42.77291536968543,Spain,Civil,ESA,million,USD
Internal operations,2009,29.17302800749608,Spain,Civil,ESA,million,USD
Telecommunications,2009,30.28438145540069,Spain,Civil,ESA,million,USD
Navigation,2009,39.45304740061374,Spain,Civil,ESA,million,USD
Earth Observation,2009,34.59087606603106,Spain,Civil,ESA,million,USD
Meteorology,2009,1.944868533833072,Spain,Civil,ESA,million,USD
Space Science and exploration,2009,62.2357930826583,Spain,Civil,ESA,million,USD
Technology,2009,19.58760451931879,Spain,Civil,ESA,million,USD
Human Spaceflight,2009,9.585423488177284,Spain,Civil,ESA,million,USD
Launch vehicles,2009,25.83896766378224,Spain,Civil,ESA,million,USD
Space security,2009,2.500545257785378,Spain,Civil,ESA,million,USD
Internal operations,2010,28.58107794899642,Spain,Civil,ESA,million,USD
Telecommunications,2010,47.36141554476885,Spain,Civil,ESA,million,USD
Navigation,2010,7.482997702123715,Spain,Civil,ESA,million,USD
Earth Observation,2010,42.64646478024489,Spain,Civil,ESA,million,USD
Meteorology,2010,5.430139925434908,Spain,Civil,ESA,million,USD
Space Science and exploration,2010,54.85765749061315,Spain,Civil,ESA,million,USD
Technology,2010,18.54194120880213,Spain,Civil,ESA,million,USD
Human Spaceflight,2010,9.761007622062262,Spain,Civil,ESA,million,USD
