application,year,value,country,program_type,program_name,unit,currency
Telecommunications,2016,9.523809523809524,Norway,Defence,National program,million,USD
Telecommunications,2017,9.671116750446744,Norway,Defence,National program,million,USD
Telecommunications,2018,9.671116750446744,Norway,Defence,National program,million,USD
Telecommunications,2019,10.15467258796908,Norway,Defence,National program,million,USD
Telecommunications,2020,32.39824111399659,Norway,Defence,National program,million,USD
Internal operations,1999,93.87576,Italy,Civil,National program,million,USD
Earth Observation,1999,16.00155,Italy,Civil,National program,million,USD
Space Science and exploration,1999,45.87111,Italy,Civil,National program,million,USD
Technology,1999,23.46894,Italy,Civil,National program,million,USD
Human Spaceflight,1999,30.93633,Italy,Civil,National program,million,USD
Other,1999,24.53571,Italy,Civil,National program,million,USD
Internal operations,2000,111.91532,Italy,Civil,National program,million,USD
Telecommunications,2000,0.9249200000000001,Italy,Civil,National program,million,USD
Earth Observation,2000,57.34504,Italy,Civil,National program,million,USD
Space Science and exploration,2000,72.14376,Italy,Civil,National program,million,USD
Technology,2000,16.64856,Italy,Civil,National program,million,USD
Human Spaceflight,2000,38.84664,Italy,Civil,National program,million,USD
Other,2000,13.8738,Italy,Civil,National program,million,USD
Telecommunications,2001,18.8265,Italy,Civil,National program,million,USD
Earth Observation,2001,79.7885,Italy,Civil,National program,million,USD
Space Science and exploration,2001,72.6165,Italy,Civil,National program,million,USD
Technology,2001,23.309,Italy,Civil,National program,million,USD
Human Spaceflight,2001,38.5495,Italy,Civil,National program,million,USD
Other,2001,24.2055,Italy,Civil,National program,million,USD
Telecommunications,2002,17.88147780061588,Italy,Civil,National program,million,USD
Earth Observation,2002,103.5243451614603,Italy,Civil,National program,million,USD
Space Science and exploration,2002,72.46704161302223,Italy,Civil,National program,million,USD
Technology,2002,29.17504272732064,Italy,Civil,National program,million,USD
Human Spaceflight,2002,27.29278190620318,Italy,Civil,National program,million,USD
Other,2002,28.23391231676191,Italy,Civil,National program,million,USD
Internal operations,2003,1.128624860896986,Italy,Civil,National program,million,USD
Telecommunications,2003,5.64312430448493,Italy,Civil,National program,million,USD
Navigation,2003,20.31524749614575,Italy,Civil,National program,million,USD
Earth Observation,2003,98.19036289803778,Italy,Civil,National program,million,USD
Space Science and exploration,2003,72.2319910974071,Italy,Civil,National program,million,USD
Technology,2003,10.15762374807287,Italy,Civil,National program,million,USD
Human Spaceflight,2003,45.14499443587944,Italy,Civil,National program,million,USD
Launch vehicles,2003,3.385874582690958,Italy,Civil,National program,million,USD
Telecommunications,2004,6.208365151204733,Italy,Civil,National program,million,USD
Navigation,2004,27.31680666530083,Italy,Civil,National program,million,USD
Earth Observation,2004,161.4174939313231,Italy,Civil,National program,million,USD
Space Science and exploration,2004,69.53368969349302,Italy,Civil,National program,million,USD
Technology,2004,18.6250954536142,Italy,Civil,National program,million,USD
Human Spaceflight,2004,9.933384241927573,Italy,Civil,National program,million,USD
Launch vehicles,2004,3.72501909072284,Italy,Civil,National program,million,USD
Internal operations,2005,3.730786449783615,Italy,Civil,National program,million,USD
Telecommunications,2005,2.48719096652241,Italy,Civil,National program,million,USD
Navigation,2005,38.55145998109735,Italy,Civil,National program,million,USD
Earth Observation,2005,157.936626374173,Italy,Civil,National program,million,USD
Space Science and exploration,2005,44.76943739740337,Italy,Civil,National program,million,USD
